"Increment Model","Increment Model"
"Main Table","Main Table"
"Additional Attribute Table","Additional Attribute Table"
"New Eav Attributes","New Eav Attributes"
"Product Eav Attributes","Product Eav Attributes"
"Rma Item Eav Attributes","Rma Item Eav Attributes"
"User Defined Eav Attributes","User Defined Eav Attributes"
"Name","Nombre 	"
"Enabled","Habilitado"
"Value","Valor"
"Scope","Alcance"
"Configuration","Configuración"
"Path","Camino"
"Data from app/etc/env.php","Data from app/etc/env.php"
"Title","Título"
"Group","Grupo"
"Is Gateway","Is Gateway"
"Void","Nulo"
"For Checkout","For Checkout"
"For Multishipping","For Multishipping"
"Capture Online","Capturar en línea"
"Partial Capture Online","Partial Capture Online"
"Refund Online","Refund Online"
"Partial Refund Online","Partial Refund Online"
"Capture Offline","Capturar fuera de línea"
"Partial Capture Offline","Partial Capture Offline"
"Refund Offline","Reembolso fuera de línea"
"Partial Refund Offline","Partial Refund Offline"
"Payments Functionality Matrix","Payments Functionality Matrix"
"Payment Methods","Métodos de pago"
"Shipping Methods","Métodos de envío"
"Job Code","Job Code"
"Cron Expression","Cron Expression"
"Run Class","Run Class"
"Run Method","Run Method"
"Group Code","Group Code"
"All Configurable Cron Jobs","All Configurable Cron Jobs"
"All Global Cron Jobs","All Global Cron Jobs"
"Cron Schedules List","Cron Schedules List"
"Schedule Id","Schedule Id"
"Status","Estatus"
"Created At","Creado en"
"Scheduled At","Scheduled At"
"Executed At","Executed At"
"Finished At","Finished At"
"Core Configurable Cron Jobs","Core Configurable Cron Jobs"
"Core Global Cron Jobs","Core Global Cron Jobs"
"Cron Schedules by job code","Cron Schedules by job code"
"Count","Count"
"Cron Schedules by status code","Cron Schedules by status code"
"Status Code","Estado Código"
"Custom Configurable Cron Jobs","Custom Configurable Cron Jobs"
"Custom Global Cron Jobs","Custom Global Cron Jobs"
"Errors in Cron Schedules Queue","Errors in Cron Schedules Queue"
"Error","Error"
"Corrupted Categories Data","Corrupted Categories Data"
"Id","Id"
"Expected Children Count","Expected Children Count"
"Actual Children Count","Actual Children Count"
"Expected Level","Expected Level"
"Actual Level","Actual Level"
"Duplicate Categories By URL Key","Duplicate Categories By URL Key"
"URL key","URL key"
"Store","Tienda"
"Duplicate Orders By Increment Id","Duplicate Orders By Increment Id"
"Increment Id","Increment Id"
"Customer Id","Customer Id"
"Duplicate Products By SKU","Duplicate Products By SKU"
"SKU","SKU"
"Duplicate Products By URL Key","Duplicate Products By URL Key"
"URL Key","Clave URL"
"Website","Página web"
"Duplicate Users By Email","Duplicate Users By Email"
"Email","Correo electrónico"
"Type","Tipo"
"Parent","Parent"
"Adminhtml Themes List","Adminhtml Themes List"
"Frontend Themes List","Frontend Themes List"
"Event Name","Event Name"
"Observer Class","Observer Class"
"Method","Método"
"All Admin Events","All Admin Events"
"All Crontab Events","All Crontab Events"
"All Doc Events","All Doc Events"
"All Frontend Events","All Frontend Events"
"All Global events","All Global events"
"All REST Events","All REST Events"
"All SOAP Events","All SOAP Events"
"Core Admin Events","Core Admin Events"
"Core Crontab Events","Core Crontab Events"
"Core Doc Events","Core Doc Events"
"Core Frontend Events","Core Frontend Events"
"Core Global Events","Core Global Events"
"Core REST Events","Core REST Events"
"Core SOAP Events","Core SOAP Events"
"Custom Admin Events","Custom Admin Events"
"Custom Crontab Events","Custom Crontab Events"
"Custom Doc Events","Custom Doc Events"
"Custom Frontend Events","Custom Frontend Events"
"Custom Global Events","Custom Global Events"
"Custom REST Events","Custom REST Events"
"Custom SOAP Events","Custom SOAP Events"
"Log Files","Log Files"
"File","Archivo"
"Size","Tamaño"
"Log Entries","Log Entries"
"Last Update","Última actualización"
"Today's Top Debug Messages","Today's Top Debug Messages"
"Message","Message"
"Last Occurrence","Last Occurrence"
"Today's Top Exception Messages","Today's Top Exception Messages"
"Stack Trace","Stack Trace"
"Today's Top System Messages","Today's Top System Messages"
"Top Debug Messages","Top Debug Messages"
"Top Exception Messages","Top Exception Messages"
"Top System Messages","Top System Messages"
"Store Views List","Store Views List"
"Stores List","Stores List"
"Root Category","Categoría raíz"
"Default Store View","Vista de Tienda Predeterminada"
"Websites List","Websites List"
"Is Default","Es por defecto"
"Default Store","Almacén predeterminado"
"Websites Tree","Websites Tree"
"There was an error while loading system report data.","There was an error while loading system report data."
"General","General"
"Environment","Environment"
"Cannot save backup. The reason is: Utility lsof not found","Cannot save backup. The reason is: Utility lsof not found"
"Test error","Test error"
"Error message!","¡Mensaje de error!"
"User Defined","Personalizado"
"Entity Type Code","Entity Type Code"
"Source Model","Modelo de origen"
"Backend Model","Administración del sitio modelo"
"Frontend Model","Entrada Modelo"
"Show Log","Show Log"
"Delete","Borrar"
"Delete ""%1""","Delete ""%1"""
"Are you sure you want to delete a ""%1"" record?","Are you sure you want to delete a ""%1"" record?"
"View","Ver"
"Are you sure you wan't to delete a \"%1\" record?","Are you sure you wan't to delete a \"%1\" record?"
"Empty log","Empty log"
"Backup ID: ","Backup ID: "
"Collapse","Collapse"
"Expand","Expand"
" (no data)"," (no data)"
"Top","Top"
"No data","No data"
"Data","Data"
"Modules","Modules"
"Logs","Logs"
"Attributes","Atributos"
"Events","Events"
"Cron","Cron"
"Design","Diseño"
"Stores","Tiendas"
"Refresh Status","Refresh Status"
"New Backup","New Backup"
"Delete items","Delete items"
"Are you sure you want to delete selected item(s)?","Are you sure you want to delete selected item(s)?"
"Code Dump","Code Dump"
"DB Dump","DB Dump"
"Choose Report Groups","Choose Report Groups"
"New Report","New Report"
"Date Generated","Date Generated"
"Report Groups","Report Groups"
"Swatch Helper: not valid parameter for product instantiation","Swatch Helper: not valid parameter for product instantiation"
"Admin is a required field in the each row","Admin is a required field in the each row"
"Update Product Preview Image","Update Product Preview Image"
"Filtering by this attribute will update the product image on catalog page","Filtering by this attribute will update the product image on catalog page"
"Use Product Image for Swatch if Possible","Use Product Image for Swatch if Possible"
"Allows use fallback logic for replacing swatch image with product swatch or base image","Allows use fallback logic for replacing swatch image with product swatch or base image"
"Visual Swatch","Visual Swatch"
"Text Swatch","Text Swatch"
"Manage Swatch (values of your attribute)","Manage Swatch (values of your attribute)"
"Is Default","Es por defecto"
"Add Swatch","Add Swatch"
"Sort Option","Sort Option"
"Delete","Borrar"
"Swatch","Swatch"
"Step 2: Attribute Values","Step 2: Attribute Values"
"Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU."
"Sort Variations","Sort Variations"
"Options","Options"
"Select All","Seleccionar Todo"
"Deselect All","Anular todas las selecciones"
"Remove Attribute","Remove Attribute"
"Save Option","Save Option"
"Remove Option","Remove Option"
"Create New Value","Create New Value"
"Swatches per Product","Swatches per Product"
"Related Products Rule","Related Products Rule"
"Add Rule","Agregar regla"
"Save and Continue Edit","Guardar y continuar editando"
"Edit Rule '%1'","Edit Rule '%1'"
"New Rule","Nueva regla"
"Rule Information","Información sobre la regla"
"Product Result Conditions (leave blank for matching all products)","Product Result Conditions (leave blank for matching all products)"
"Products to Display","Products to Display"
"Product Match Conditions (leave blank for matching all products)","Product Match Conditions (leave blank for matching all products)"
"Products to Match","Products to Match"
"General Rule Information","General Rule Information"
"Rule Name","Nombre de la regla"
"Priority","Prioridad"
"Status","Estatus"
"Active","Activo"
"Inactive","Inactivo"
"Apply To","Aplicar a"
"From","Desde"
"To","Hasta"
"Result Limit","Result Limit"
"Maximum number of products this rule can apply to (up to 20).","Maximum number of products this rule can apply to (up to 20)."
"Product Rule Information","Product Rule Information"
"Undefined Catalog Product List Type","Undefined Catalog Product List Type"
"You deleted the rule.","Ha eliminado la regla."
"We can't find a page to delete.","We can't find a page to delete."
"This rule no longer exists.","Esta regla ya no existe."
"New Related Products Rule","New Related Products Rule"
"Related Products Rules","Related Products Rules"
"You saved the rule.","Ha guardado la regla."
"We can't save the product rule right now.","We can't save the product rule right now."
"Please specify a correct rule.","Please specify a correct rule."
"Invalid product list type","Invalid product list type"
"Invalid rotation mode type","Invalid rotation mode type"
"Conditions Combination","Combinación de condiciones"
"Type","Type"
"Product %1%2%3%4%5%6%7","Product %1%2%3%4%5%6%7"
"Constant Value","Constant Value"
"the Same as Matched Product Categories","the Same as Matched Product Categories"
"the Child of the Matched Product Categories","the Child of the Matched Product Categories"
"Matched Product %1","Matched Product %1"
"Target Product ","Target Product "
"Price (percentage)","Precio (porcentaje)"
"Product Special","Product Special"
"equal to","equal to"
"more","más"
"equals or greater than","igual o mayor que"
"less","less"
"equals or less than","igual o menor que"
"Product Price is %1 %2% of Matched Product(s) Price","Product Price is %1 %2% of Matched Product(s) Price"
"Please define a product data object.","Please define a product data object."
"We can't rebuild the index for an undefined product.","No se puede reconstruir el índice para un artículo no definido."
"Could not rebuild index for empty products array","Could not rebuild index for empty products array"
"-- Please Select --","--Seleccione--"
"Related Products","Sugerencias"
"Up-sells","Ventas ampliadas"
"Cross-sells","Ventas cruzadas"
"Model class name for attribute is invalid","Model class name for attribute is invalid"
"This attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_), and be sure the code begins with a letter.","This attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_), and be sure the code begins with a letter."
"Product Attributes","Atributos del artículo"
"Both Selected and Rule-Based","Both Selected and Rule-Based"
"Selected Only","Selected Only"
"Rule-Based Only","Rule-Based Only"
"Do not rotate","Do not rotate"
"Shuffle","Shuffle"
"Validate error 1","Validate error 1"
"Validate error 2","Validate error 2"
"Attribute Set","Conjunto de atributos"
"Category","Categoría"
"Please choose a condition to add.","Please choose a condition to add."
"Close","Cerrar"
"Rule-based Settings","Rule-based Settings"
"Rule-based Positions","Rule-based Positions"
"Use Config Settings","Usar opciones de configuración"
"[GLOBAL]","[GLOBAL]"
"Position Behavior","Position Behavior"
"Rule-Based Product Relations","Rule-Based Product Relations"
"Maximum Number of Products in Related Products List","Maximum Number of Products in Related Products List"
"Show Related Products","Mostrar Productos Relacionados"
"Rotation Mode for Products in Related Product List","Rotation Mode for Products in Related Product List"
"Maximum Number of Products in Cross-Sell Product List","Maximum Number of Products in Cross-Sell Product List"
"Show Cross-Sell Products","Show Cross-Sell Products"
"Rotation Mode for Products in Cross-Sell Product List","Rotation Mode for Products in Cross-Sell Product List"
"Maximum Number of Products in Upsell Product List","Maximum Number of Products in Upsell Product List"
"Show Upsell Products","Show Upsell Products"
"Rotation Mode for Products in Upsell Product List","Rotation Mode for Products in Upsell Product List"
"Target Rule","Target Rule"
"Target Rule Index.","Target Rule Index."
"Product/Target Rule","Product/Target Rule"
"Indexed product/rule association","Indexed product/rule association"
"Target Rule/Product","Target Rule/Product"
"Indexed rule/product association","Indexed rule/product association"
"ID","ID"
"Rule","Regla"
"Start","Comenzar"
"End","Fin"
"Applies To","Se aplica a"
"Tax Rate Information","Información sobre tarifas de impuestos"
"Tax Identifier","Identificador tributario"
"Zip/Post is Range","Sólo para ciertos códigos postales"
"Zip/Post Code","CP/Código postal"
"'*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.","'*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1."
"Range From","Intervalo desde"
"Range To","Intervalo hasta"
"State","Estado federado"
"Country","País"
"Rate Percent","Tasa de porcentaje"
"Tax Titles","Títulos tributarias"
"Add New Tax Rate","Añadir nueva tasa impositiva"
"Back","Volver"
"Reset","Restablecer"
"Delete Rate","Eliminar índice"
"Are you sure you want to do this?","¿Está seguro que desea hacer esto?"
"Save Rate","Guardar tarifa"
"Manage Tax Rules","Gestión de las normas fiscales"
"Add New Tax Rule","Añadir nueva regla fiscal"
"Save Rule","Guardar regla"
"Delete Rule","Eliminar regla"
"Save and Continue Edit","Save and Continue Edit"
"Tax Rule Information","Información sobre reglas tributarias"
"Name","Nombre 	"
"Customer Tax Class","Clase de impuestos del cliente"
"Product Tax Class","Clase de impuestos del artículo"
"Tax Rate","Tarifa de impuestos"
"Priority","Prioridad"
"Tax rates at the same priority are added, others are compounded.","Las tarifas tributarias con la misma prioridad son añadidas, las demás son compuestas."
"Calculate Off Subtotal Only","Calculate Off Subtotal Only"
"Sort Order","Orden de aparición"
"Do you really want to delete this tax class?","Do you really want to delete this tax class?"
"Add New Tax Class","Add New Tax Class"
"Shipping Incl. Tax (%1)","Shipping Incl. Tax (%1)"
"Shipping Excl. Tax (%1)","Shipping Excl. Tax (%1)"
"Subtotal (Excl.Tax)","Subtotal (excl. impuestos)"
"Subtotal (Incl.Tax)","Subtotal (incl. impuestos)"
"Shipping & Handling (Excl.Tax)","Envío y servicio (impuestos no incluídos)"
"Shipping & Handling (Incl.Tax)","Envío y servicio (impuestos incluídos)"
"Grand Total (Excl.Tax)","Total (impuestos no incluídos)"
"Grand Total (Incl.Tax)","Total (impuestos incluídos)"
"Sales","Ventas"
"Tax","Impuestos"
"Manage Tax Rates","Gestión de las tasas de impuestos"
"New Tax Rate","Nueva tarifa de impuesto"
"Tax Zones and Rates","Tax Zones and Rates"
"We can't delete this tax rate right now.","We can't delete this tax rate right now."
"An error occurred while loading this tax rate.","An error occurred while loading this tax rate."
"We can't save this rate right now.","We can't save this rate right now."
"You deleted the tax rate.","You deleted the tax rate."
"We can't delete this rate because of an incorrect rate ID.","We can't delete this rate because of an incorrect rate ID."
"Something went wrong deleting this rate.","Something went wrong deleting this rate."
"Edit Tax Rate","Editar indicador de impuesto"
"You saved the tax rate.","You saved the tax rate."
"Tax Rules","Reglas de impuestos"
"The tax rule has been deleted.","Esta regla tributaria ha sido eliminada."
"This rule no longer exists.","Esta regla ya no existe."
"Something went wrong deleting this tax rule.","Something went wrong deleting this tax rule."
"New Tax Rule","New Tax Rule"
"Edit Rule","Editar regla"
"New Rule","Nueva regla"
"You saved the tax rule.","You saved the tax rule."
"We can't save this tax rule right now.","We can't save this tax rule right now."
"Invalid name of tax class specified.","Invalid name of tax class specified."
"We can't delete this tax class right now.","We can't delete this tax class right now."
"We can't save this tax class right now.","We can't save this tax class right now."
"Make sure all required information is valid.","Make sure all required information is valid."
"The Rate Percent should be a positive number.","The Rate Percent should be a positive number."
"Maximum zip code length is 9.","La longitud máximo del código zip es de 9."
"Use digits only for the zip code.","Use digits only for the zip code."
"Range To should be equal or greater than Range From.","El rango superior debe ser igual o superior al rango inferior."
"The tax rate cannot be removed. It exists in a tax rule.","The tax rate cannot be removed. It exists in a tax rule."
"This class no longer exists.","This class no longer exists."
"You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first.","You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first."
"You cannot delete this tax class because it is used in existing %1(s).","You cannot delete this tax class because it is used in existing %1(s)."
"Custom price if available","Precio individual si está disponible"
"Original price only","Sólo precio original"
"Shipping Address","Dirección de envío"
"Billing Address","Dirección de facturación"
"Shipping Origin","Origen del envío"
"No (price without tax)","No (precio sin IVA)"
"Yes (only price with tax)","Sí (sólo precio con IVA)"
"Both (without and with tax)","Ambos (con y sin impuestos)"
"Invalid attribute %1","Atributo %1 inválido"
"Code","Código"
"Invalid type supplied","Invalid type supplied"
"Class name and class type","Class name and class type"
"Grand Total (Excl. Tax)","Total general (sin impuestos)"
"Grand Total (Incl. Tax)","Total general (con impuestos)"
"Shipping (Excl. Tax)","Envío (impuestos no incluídos)"
"Shipping (Incl. Tax)","Envío (impuestos incluídos)"
"Subtotal (Excl. Tax)","Subtotal (IVA no incluido)"
"Subtotal (Incl. Tax)","Subtotal (IVA incluido)"
"Subtotal","Subtotal"
"Unit Price","Precio Unitario"
"Row Total","Fila total"
"Total","Total"
"Before Discount","Antes de descuento"
"After Discount","Después de descuento"
"Excluding Tax","Impuestos no incluídos"
"Including Tax","Impuestos incluídos"
"None","Ninguno"
"Including and Excluding Tax","Inclusión y exclusión de impuestos"
"Warning tax configuration can result in rounding errors. ","Warning tax configuration can result in rounding errors. "
"Store(s) affected: ","Store(s) affected: "
"Click on the link to <a href=""%1"">ignore this notification</a>","Click on the link to <a href=""%1"">ignore this notification</a>"
"Warning tax discount configuration might result in different discounts
                                than a customer might expect. ","Warning tax discount configuration might result in different discounts
                                than a customer might expect. "
"Please see <a href=""%1"">documentation</a> for more details. ","Please see <a href=""%1"">documentation</a> for more details. "
"Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings.","Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings."
"Invalid type of tax class ""%1""","Invalid type of tax class ""%1"""
"Updating classType is not allowed.","Updating classType is not allowed."
"A class with the same name already exists for ClassType %1.","A class with the same name already exists for ClassType %1."
"customer group","customer group"
"product","product"
"Excl. tax:","Excl. tax:"
"Incl. Tax","Impuestos incl."
"Entity already exists","Entity already exists"
"Cannot save titles","Cannot save titles"
"Some Message","Some Message"
"Something went wrong","Something went wrong"
"Could not save","Could not save"
"No such entity","No such entity"
"Excl. Tax","Impuestos NO Incl."
"Note:","Nota:"
"Leave this field empty if you wish to use the tax identifier.","Leave this field empty if you wish to use the tax identifier."
"An error occurred","An error occurred"
"Do you really want to delete this tax rate?","Do you really want to delete this tax rate?"
"Save","Guardar"
"Add New Class","Añadir nueva clase fiscal"
"Grand Total Excl. Tax","Total sin incluir impuestos"
"Grand Total Incl. Tax","Total incluyendo impuestos"
"Tax Classes","Clases de impuestos"
"Tax Class for Shipping","Clase de impuestos para envíos"
"Default Tax Class for Product","Default Tax Class for Product"
"Default Tax Class for Customer","Default Tax Class for Customer"
"Calculation Settings","Ajustes de cálculo"
"Tax Calculation Method Based On","Método de cálculo tributario basado en"
"Tax Calculation Based On","Cálculo tributario basado en"
"Catalog Prices","Precios de catálogo"
"This sets whether catalog prices entered from Magento Admin include tax.","This sets whether catalog prices entered from Magento Admin include tax."
"Shipping Prices","Precios de envío"
"This sets whether shipping amounts entered from Magento Admin or obtained from gateways include tax.","This sets whether shipping amounts entered from Magento Admin or obtained from gateways include tax."
"Apply Customer Tax","Aplicar tasa de cliente"
"Apply Discount On Prices","Aplicar el descuento sobre los precios"
"Apply discount on price including tax is calculated based on store tax if ""Apply Tax after Discount"" is selected.","Apply discount on price including tax is calculated based on store tax if ""Apply Tax after Discount"" is selected."
"Apply Tax On","Aplicar impuestos sobre"
"Enable Cross Border Trade","Permitir operaciones transfronterizas"
"When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate.","When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate."
"Default Tax Destination Calculation","Cálculo de impuestos basado en (predeterminado)"
"Default Country","País (predeterminado)"
"Default State","Estado federado (predeterminado)"
"Default Post Code","Código postal (predeterminado)"
"Price Display Settings","Ajustes de visualización para precios"
"Display Product Prices In Catalog","Mostrar precios de los artículos en catálogo"
"Display Shipping Prices","Mostrar precios de envío"
"Shopping Cart Display Settings","Ajustes de visualización para el carrito de compras"
"Display Prices","Mostrar precios"
"Display Subtotal","Mostrar Subtotal"
"Display Shipping Amount","Mostrar importe de envío"
"Include Tax In Order Total","Include Tax In Order Total"
"Display Full Tax Summary","Mostrar Resumen de impuestos"
"Display Zero Tax Subtotal","Mostrar el subtotal aunque sea cero"
"Orders, Invoices, Credit Memos Display Settings","Ajustes de visualización para pedidos, facturas y facturas rectificativas"
"State/Region","Estado federado/Región"
"Rate","Tasa"
"Subtotal Only","Solo Subtotal"
"(Excl. Tax)","(Impuesto no incluido)"
"(Incl. Tax)","(Incl. impuesto)"
"Order Total Excl. Tax","Order Total Excl. Tax"
"Order Total Incl. Tax","Order Total Incl. Tax"
"Order Total","Total del Pedido"
"Your credit card will be charged for","Se cargará en su tarjeta de crédito"
"Code","Código"
"Country","País"
"State","Estado federado"
"Zip/Post Code","CP/Código postal"
"Rate","Tasa"
"Zip/Post is Range","Sólo para ciertos códigos postales"
"Range From","Intervalo desde"
"Range To","Intervalo hasta"
"Tax Zones and Rates","Tax Zones and Rates"
"Import and Export Tax Rates","Importación y exportación de impuestos"
"The tax rate has been imported.","Esta tarifa tributaria ha sido importada."
"Invalid file upload attempt","Intento de subida de un archivo no válido"
"Invalid file upload attempt.","Invalid file upload attempt."
"Invalid file format.","Invalid file format."
"One of the countries has invalid code.","One of the countries has invalid code."
"Import Tax Rates","Importar tasas de impuestos"
"Export Tax Rates","Exportar tasas de impuestos"
"CSV","CSV"
"Excel XML","Excel XML"
"Themes","Temas"
"Save and Continue Edit","Save and Continue Edit"
"Are you sure you want to delete this theme?","Are you sure you want to delete this theme?"
"Theme: %1","Theme: %1"
"New Theme","New Theme"
"Theme CSS","Theme CSS"
"Theme CSS Assets","Theme CSS Assets"
"Custom CSS","Custom CSS"
"Select CSS File to Upload","Select CSS File to Upload"
"Upload CSS File","Upload CSS File"
"Download CSS File","Download CSS File"
"Manage","Gestionar"
"Upload Images","Upload Images"
"Images Assets","Images Assets"
"Upload Fonts","Upload Fonts"
"Fonts Assets","Fonts Assets"
"Edit custom.css","Edit custom.css"
"Allowed file types *.css.","Allowed file types *.css."
"This file will replace the current custom.css file and can't be more than 2 MB.","This file will replace the current custom.css file and can't be more than 2 MB."
"Max file size to upload %1M","Max file size to upload %1M"
"Something is wrong with the file upload settings.","Something is wrong with the file upload settings."
"CSS Editor","CSS Editor"
"Theme Settings","Theme Settings"
"Parent Theme","Parent Theme"
"Theme Path","Theme Path"
"Theme Title","Theme Title"
"Theme Preview Image","Theme Preview Image"
"General","General"
"Copy of %1","Copy of %1"
"Max image size %1M","Max image size %1M"
"Theme JavaScript","Theme JavaScript"
"Select JS Files to Upload","Select JS Files to Upload"
"Upload JS Files","Upload JS Files"
"JS Editor","JS Editor"
"Allowed file types *.js.","Allowed file types *.js."
"Theme","Theme"
"Media Storage","Almacenamiento de medios"
"Create Folder","Create Folder"
"Delete Folder","Eliminar carpeta"
"Delete File","Eliminar archivo"
"Insert File","Insertar archivo"
"New Folder Name:","Nuevo nombre de carpeta:"
"Are you sure you want to delete this folder?","Are you sure you want to delete this folder?"
"Are you sure you want to delete this file?","Are you sure you want to delete this file?"
"Storage Root","Raíz de almacenamiento"
"You deleted the theme.","You deleted the theme."
"We cannot delete the theme.","We cannot delete the theme."
"File not found: ""%1"".","File not found: ""%1""."
"We can't find file.","We can't find file."
"We cannot find theme ""%1"".","We cannot find theme ""%1""."
"We cannot find the theme.","We cannot find the theme."
"This theme is not editable.","This theme is not editable."
"You saved the theme.","You saved the theme."
"We can't upload the CSS file right now.","We can't upload the CSS file right now."
"We cannot find a theme with id ""%1"".","We cannot find a theme with id ""%1""."
"We can't upload the JS file right now.","We can't upload the JS file right now."
"Sorry, something went wrong. That's all we know.","Sorry, something went wrong. That's all we know."
"Invalid type","Invalid type"
"Exception does not contain field '%1'","Exception does not contain field '%1'"
"Invalid regular expression: ""%1"".","Invalid regular expression: ""%1""."
"label","etiqueta"
"-- Please Select --","--Seleccione--"
"The start date can't follow the end date.","The start date can't follow the end date."
"The date range for this design change overlaps another design change for the specified store.","The date range for this design change overlaps another design change for the specified store."
"Copy","Copy"
"Theme id should be set","Theme id should be set"
"Circular-reference in theme inheritance detected for ""%1""","Circular-reference in theme inheritance detected for ""%1"""
"The CSS file must be less than %1M.","The CSS file must be less than %1M."
"The JS file must be less than %1M.","The JS file must be less than %1M."
"We can't upload the file right now.","We can't upload the file right now."
"Use only standard alphanumeric, dashes and underscores.","Use only standard alphanumeric, dashes and underscores."
"We found a directory with the same name.","We found a directory with the same name."
"We cannot find a directory with this name.","We cannot find a directory with this name."
"We can't delete root directory %1 right now.","We can't delete root directory %1 right now."
"Theme isn't deletable.","Theme isn't deletable."
"localized exception","localized exception"
"Message","Message"
"Test Label","Test Label"
"Phrase","Phrase"
"testMessage","testMessage"
"exception","excepción"
"We found no files.","We found no files."
"Browse Files","Browse Files"
"Remove","Eliminar"
"Help Us Keep Magento Healthy","Help Us Keep Magento Healthy"
"Report All Bugs","Informar de todos los errores"
"Toggle Nav","Toggle Nav"
"JavaScript seems to be disabled in your browser.","Parece que JavaScript está deshabilitado en su navegador."
"For the best experience on our site, be sure to turn on Javascript in your browser.","For the best experience on our site, be sure to turn on Javascript in your browser."
"Local Storage seems to be disabled in your browser.","Local Storage seems to be disabled in your browser."
"For the best experience on our site, be sure to turn on Local Storage in your browser.","For the best experience on our site, be sure to turn on Local Storage in your browser."
"This is demo store. No orders will be fulfilled.","This is demo store. No orders will be fulfilled."
"Items %1 to %2 of %3 total","Items %1 to %2 of %3 total"
"%1 Item","%1 artículo"
"%1 Item(s)","%1 Art(s)"
"Items %1 to %2 of %3 total","Elementos %1 a %2 de %3 totales"
"Page","Página"
"Previous","Anterior"
"You're currently reading page","You're currently reading page"
"Next","Siguiente"
"Show","Mostrar"
"per page","por página"
"About the calendar","Acerca del calendario"
"Close","Cerrar"
"Go Today","Hoy"
"WK","WK"
"Time","Tiempo"
"Hour","Hora"
"Minute","Minuto"
"We could not detect a size.","No hemos podido detectar un tamaño."
"We don't recognize this file extension.","We don't recognize this file extension."
"Empty","Vacío"
"1 column","1 columna"
"HTML Head","Encabezado HTML"
"Favicon Icon","Icono de favoritos"
"Allowed file types: ICO, PNG, GIF, JPG, JPEG, APNG, SVG. Not all browsers support all these formats!","Tipos de archivo permitidos: ICO, PNG, GIF, JPG, JPEG, APNG, SVG. ¡No todos los exploradores admiten todos estos formatos!"
"Default Title","Título (predeterminado)"
"Title Prefix","Prefijo del título"
"Title Suffix","Sufijo del título"
"Default Description","Descripción (predeterminada)"
"Default Keywords","Palabras claves (predeterminado)"
"Miscellaneous Scripts","Diversos Scripts"
"This will be included before head closing tag in page HTML.","Esto se incluirá antes de la etiqueta de cierre de cabecera en el HTML de la página."
"Display Demo Store Notice","Mostrar noticia ""tienda de demonstración"""
"Search Engine Robots","Search Engine Robots"
"Default Robots","Robots (predeterminado)"
"Edit custom instruction of robots.txt File","Edit custom instruction of robots.txt File"
"Reset to Defaults","Reset to Defaults"
"This action will delete your custom instructions and reset robots.txt file to system's default settings.","This action will delete your custom instructions and reset robots.txt file to system's default settings."
"Header","Encabezado"
"Logo Image","Logo imagen"
"Logo Image Width","Logo Image Width"
"Logo Image Height","Logo Image Height"
"Logo Image Alt","Texto alternativo al logotipo"
"Welcome Text","Texto de bienvenida"
"Footer","Pie de página"
"Copyright","Derechos de autor"
"Miscellaneous HTML","Diverso HTML"
"This will be displayed just before body closing tag.","Este texto se mostrará antes de la etiqueta de cierre del cuerpo."
"Default welcome msg!","¡Mensaje de bienvenida! (predeterminada)"
"Copyright © 2015 Magento. All rights reserved.","Copyright © 2015 Magento. All rights reserved."
"Admin empty","Admin empty"
"Admin 1column","Admin 1column"
"Skip to Content","Skip to Content"
"2 columns with left bar","2 columnas con barra a la izquierda"
"2 columns with right bar","2 columnas con barra a la derecha"
"3 columns","3 columnas"
"Dictionary (Translation on Storefront side)","Dictionary (Translation on Storefront side)"
"Embedded (Translation on Admin side)","Embedded (Translation on Admin side)"
"Translation Strategy","Translation Strategy"
"Translations","Traducciones"
"Translation files.","Translation files."
"Condition type ""%1"" is not allowed","Condition type ""%1"" is not allowed"
"The configuration parameter ""formElement"" is a required for ""%1"" field.","The configuration parameter ""formElement"" is a required for ""%1"" field."
"Remove %1","Remove %1"
"Add New %1","Add New %1"
"New %1","New %1"
"Please select item(s).","Please select item(s)."
"Unsupported bookmark action.","Unsupported bookmark action."
"Initialization error component, check the spelling of the name or the correctness of the call.","Initialization error component, check the spelling of the name or the correctness of the call."
"Bookmark with id ""%1"" does not exist.","Bookmark with id ""%1"" does not exist."
"Next","Siguiente"
"Back","Volver"
"Cancel","Cancelar"
"Go to Details Page","Ir a la página de detalles"
"Please enter more or equal than {0} symbols.","Por favor ingresar {0} dígitos."
"Please enter less or equal than {0} symbols.","Por favor introduzca máximo {0} caracteres."
"Please enter {0} words or less.","Please enter {0} words or less."
"Please enter at least {0} words.","Please enter at least {0} words."
